CAS,Name,MW,VP (mm Hg),log VP,Estimate VP (mm Hg),log VP est,Error,VP temp (degC),VP type,Reference
608-68-4,L-DIMETHYL TARTRATE,178.14,0.000647,-3.1890957193313,0.000674,-3.1713401034647,0.0177556158665997,25,EXP,"JONES,AH (1960)"
608-93-5,PENTACHLOROBENZENE,250.34,0.00101,-2.9956786262174,0.00171,-2.7670038896078,0.2286747366096,25,EXT,"PERRY,RH & GREEN,D (1984)"
609-26-7,2-METHYL-3-ETHYLPENTANE,114.23,24.0,1.3802112417116,22.6,1.3541084391474,-0.0261028025641998,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
609-72-3,"N,N-DIMETHYL-O-TOLUIDINE",135.21,0.8624,-0.0642912521573365,0.484,-0.315154638355588,-0.250863386198251,25,EXT,"CHAO,J ET AL. (1983)"
610-69-5,O-NITROPHENYL ACETATE,181.15,0.00218,-2.6615435063954,0.00366,-2.4365189146056,0.2250245917898,25,EXT,"PERRY,RH & GREEN,D (1984)"
611-14-3,1-ETHYL-2-METHYLBENZENE,120.2,2.61,0.416640507338281,1.96,0.292256071356476,-0.124384435981805,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
611-15-4,O-METHYLSTYRENE,118.18,1.852,0.267640982345916,1.58,0.198657086954423,-0.068983895391493,25,EXP,"YAWS,CL (1994B)"
611-32-5,8-METHYLQUINOLINE,143.19,0.02498,-1.6024075659619,0.0137,-1.8632794328436,-0.2608718668817,25,EXT,"CHAO,J ET AL. (1983)"
611-34-7,5-AMINOQUINOLINE,144.18,1.71e-05,-4.7670038896078,0.000167,-3.7772835288524,0.9897203607554,25,EXT,"RIBEIRODASILVA,MAV ET AL. (1993)"
612-00-0,"1,1-DIPHENYLETHANE",182.27,0.0117,-1.9318141382538,0.008,-2.0969100130081,-0.1650958747543,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
612-60-2,7-METHYLQUINOLINE,143.19,0.00884,-2.0535477349869,0.0134,-1.8728952016352,0.1806525333517,25,EXT,"CHAO,J ET AL. (1983)"
612-94-2,"NAPHTHALENE, 2-PHENYL-",204.27,3.5e-05,-4.4559319556497,2.89e-05,-4.5391021572435,-0.0831702015937994,25,EXT,"MOKBEL,I ET AL. (1995A)"
613-12-7,2-METHYLANTHRACENE,192.26,5.34e-06,-5.2724587429714,2.58e-06,-5.5883802940368,-0.3159215510654,25,EXT,"LEI,YD ET AL. (2002)"
614-99-3,"FUROIC ACID, ETHYL ESTER",140.14,0.337,-0.472370099128661,0.318,-0.497572880015567,-0.025202780886906,25,EXT,"DYKYJ,J & REPAS,M (1973)"
615-37-2,O-IODOTOLUENE,218.04,0.4525,-0.344381416458778,0.202,-0.694648630553376,-0.350267214094598,25,EXT,"PERRY,RH & GREEN,D (1984)"
615-53-2,ETHYL N-METHYLNITROSOCARBAMATE,132.12,1.18,0.0718820073061254,0.0694,-1.1586405295451,-1.2305225368512,25,EXT,"KLEIN,RG (1982)"
615-77-0,1-METHYLURACIL,126.12,0.000509,-3.2932822176632,1.48e-07,-6.829738284605,-3.5364560669418,25,EXT,"BRUNETTI,B ET AL. (2000)"
616-20-6,3-CHLOROPENTANE,106.6,46.77,1.6699673699085,41.7,1.6201360549738,-0.0498313149347001,25,EXP,"HINE,J & MOOKERJEE,PK (1975)"
616-21-7,"1,2-DICHLOROBUTANE",127.01,20.882,1.3197720914264,13.0,1.1139433523068,-0.2058287391196,25,EXP,"PERRY,RH & GREEN,D (1984)"
616-38-6,"Carbonic acid, dimethyl ester",90.079,55.4,1.7435097647284,56.2,1.7497363155691,0.00622655084070001,25,EXT,"DAUBERT,TE & DANNER,RP (1996)"
616-44-4,3-METHYLTHIOPHENE,98.168,22.15,1.3453737305591,19.1,1.2810333672477,-0.0643403633114001,25,EXP,"RIDDICK,JA ET AL. (1986)"
616-45-5,PYRROLIDONE,85.106,0.00949,-2.0227337875727,0.0355,-1.4497716469449,0.5729621406278,25,EXP,"DAUBERT,TE & DANNER,RP (1997)"
617-29-8,2-METHYL-3-HEXANOL,116.2,1.346,0.129045059887958,2.23,0.348304863048161,0.219259803160203,25,EXT,"WILHOIT,RC & ZWOLINSKI,BJ (1973)"
617-50-5,ISOPROPYL ISOBUTYRATE,130.19,16.014,1.2044998241712,15.2,1.1818435879448,-0.0226562362264,25,EXP,"OHE,S (1976)"
617-78-7,3-ETHYLPENTANE,100.21,57.9,1.7626785637274,56.2,1.7497363155691,-0.0129422481583001,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
617-84-5,"N,N-DIETHYLFORMAMIDE",101.15,1.208,0.082066934285113,1.09,0.0374264979406237,-0.0446404363444893,25,EXT,"BOUBLIK,T ET AL. (1984)"
618-32-6,BENZOYL BROMIDE,185.02,0.222,-0.653647025549361,0.142,-0.847711655616944,-0.194064630067583,25,EXT,"PERRY,RH & GREEN,D (1984)"
618-45-1,M-ISOPROPYLPHENOL,136.2,0.0695,-1.1580151954099,0.0368,-1.4341521813265,-0.2761369859166,25,EXT,"CHAO,J ET AL. (1983)"
618-46-2,M-CHLOROBENZOYLCHLORIDE,175.02,0.14,-0.853871964321762,0.0811,-1.0909791457888,-0.237107181467038,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
618-85-9,"3,5-Dinitrotoluene",182.14,0.000405,-3.3925449767853,0.000193,-3.7144426909922,-0.3218977142069,25,EXT,"DAUBERT,TE & DANNER,RP (1989)"
619-99-8,3-ETHYLHEXANE,114.23,20.03,1.3016809492936,19.9,1.2988530764097,-0.00282787288389996,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
620-05-3,BENZYL IODIDE,218.04,0.125,-0.903089986991944,0.106,-0.97469413473523,-0.0716041477432861,25,EXP,"KRASNYKH,EL ET AL. (2002)"
620-14-4,M-ETHYLTOLUENE,120.2,3.04,0.482873583608754,2.36,0.372912002970107,-0.109961580638647,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
620-17-7,M-ETHYLPHENOL,122.17,0.05,-1.301029995664,0.0687,-1.1630432629404,0.1379867327236,25,EXP,"BIDDISCOMBE,DP ET AL. (1963)"
620-79-1,"BENZYLACETOACETIC ACID, ETHYL ESTER",220.27,0.00124,-2.9065783148378,0.00287,-2.542118103266,0.3644602115718,25,EXP,"TSUZUKI,M (2001)"
621-36-3,M-METHYLPHENYLACETIC ACID,150.18,0.0593,-1.2269453066357,0.00219,-2.6595558851599,-1.4326105785242,25,EXT,"BOUBLIK,T ET AL. (1984)"
621-82-9,CINNAMIC ACID,148.16,5e-05,-4.301029995664,0.000161,-3.7931741239682,0.5078558716958,25,EXT,"PERRY,RH & GREEN,D (1984)"
622-08-2,ETHYLENE GLYCOL MONOBENZYL ETHER,138.17,0.02,-1.698970004336,0.00221,-2.6556077263149,-0.9566377219789,25,EXP,"FLICK,EW (1991)"
622-24-2,B-PHENYL ETHYL CHLORIDE,140.61,1.686,0.226857570288724,0.419,-0.377785977033705,-0.604643547322429,25,EXP,"PERRY,RH & GREEN,D (1984)"
622-45-7,CYCLOHEXYL ACETATE,142.2,10.8,1.0334237554869,1.35,0.130333768495006,-0.903089986991894,25,EXT,"OHE,S (1976)"
622-78-6,BENZYLISOTHIOCYANATE,149.22,0.01534,-1.814174640387,0.0355,-1.4497716469449,0.3644029934421,25,EXT,"PERRY,RH & GREEN,D (1984)"
622-96-8,P-ETHYLTOLUENE,120.2,3.0,0.477121254719662,2.29,0.359835482339888,-0.117285772379774,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
622-97-9,P-METHYLSTYRENE,118.18,1.81,0.257678574869185,1.37,0.136720567156407,-0.120958007712778,25,EXP,"BOUBLIK,T ET AL. (1984)"
623-37-0,3-HEXANOL,102.18,4.809,0.682054777073807,3.15,0.4983105537896,-0.183744223284207,25,EXP,"PERRY,RH & GREEN,D (1984)"
623-42-7,METHYLBUTYRATE,102.13,32.28,1.50893352605,33.2,1.521138083704,0.012204557654,25,EXP,"YAWS,CL (1994A)"
623-48-3,ETHYL IODOACETATE,214.0,0.638,-0.195179321278838,1.01,0.00432137378264258,0.199500695061481,25,EXT,"BOUBLIK,T ET AL. (1984)"
623-73-4,Diazoacetic Ester,114.1,2.8,0.447158031342219,5.05,0.703291378118661,0.256133346776442,25,EXT,MERCK INDEX (1996)
624-24-8,METHYL VALERATE,116.16,19.148,1.2821234188099,11.2,1.0492180226702,-0.2329053961397,25,EXP,"JORDAN,TE (1954)"
624-29-3,"1,4-DIMETHYLCYCLOHEXANE (CIS)",112.22,17.939,1.2537982298682,19.3,1.2855573090078,0.0317590791396001,25,EXP,"YAWS,CL (1994B)"
624-48-6,METHYL MALEATE,144.13,0.3,-0.522878745280338,0.0797,-1.0985416786039,-0.575662933323562,25,EXP,"RIDDICK,JA ET AL. (1986)"
624-54-4,AMYL PROPIONATE,144.22,3.6,0.556302500767287,1.67,0.222716471147583,-0.333586029619704,25,EXP,"HINE,J & MOOKERJEE,PK (1975)"
624-64-6,TRANS-2-BUTENE,56.108,1755.0,3.2442771208018,1730.0,3.2380461031288,-0.00623101767300005,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
624-72-6,"1,2-DIFLUOROETHANE",66.051,616.2,2.7897216939809,621.0,2.7930916001766,0.00336990619569999,25,EXP,"YAWS,CL (1994)"
624-83-9,METHYLISOCYANATE,57.052,348.0,2.5415792439466,440.0,2.6434526764862,0.1018734325396,20,EXP,UNION CARBIDE (1979)
624-89-5,ETHYL METHYL SULFIDE,76.161,159.99,2.2040928384025,150.0,2.1760912590557,-0.0280015793468,25,EXP,"BOUBLIK,T ET AL. (1984)"
624-92-0,DIMETHYLDISULFIDE,94.198,28.7,1.457881896734,24.5,1.3891660843645,-0.0687158123695,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
624-95-3,"3,3-DIMETHYL-1-BUTANOL",102.18,2.447,0.388633969351789,2.0,0.301029995663981,-0.087603973687808,25,EXT,"WILHOIT,RC & ZWOLINSKI,BJ (1973)"
625-04-7,Diacetonamine,115.18,0.2,-0.698970004336019,0.965,-0.0154726866562074,0.683497317679812,25,EXP,MERCK INDEX (1996)
625-22-9,"Sulfuric acid, dibutyl ester",210.29,0.0118,-1.9281179926939,0.000894,-3.0486624812041,-1.1205444885102,25,EXP,"DAUBERT,TE & DANNER,RP (1997)"
625-23-0,2-METHYL-2-HEXANOL,116.2,2.074,0.316808752053022,2.0,0.301029995663981,-0.015778756389041,25,EXT,"WILHOIT,RC & ZWOLINSKI,BJ (1973)"
625-27-4,2-METHYL-2-PENTENE,84.163,158.0,2.1986570869544,159.0,2.2013971243205,0.00274003736610018,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
625-29-6,2-CHLOROPENTANE,106.6,48.66,1.6871721045948,39.1,1.5921767573959,-0.0949953471989,25,EXP,"HINE,J & MOOKERJEE,PK (1975)"
625-44-5,METHYL ISOBUTYL ETHER,88.151,211.02,2.3243236187006,221.0,2.3443922736851,0.0200686549845002,25,EXP,"YAWS,CL (1994A)"
625-45-6,METHOXYACETIC ACID,90.079,0.145,-0.838631997765025,0.303,-0.518557371497695,0.32007462626733,25,EXT,NIST Web-site
625-55-8,ISOPROPYL FORMATE,88.107,138.0,2.1398790864012,142.0,2.1522883443831,0.0124092579818997,25,EXP,"BOUBLIK,T ET AL. (1984)"
625-58-1,ETHYLNITRATE,91.067,64.001,1.8061867597822,64.5,1.8095597146353,0.00337295485310007,25,EXP,"BOUBLIK,T ET AL. (1984)"
625-74-1,ISONITROBUTANE,103.12,6.88,0.837588438235511,6.21,0.79309160017658,-0.044496838058931,25,EXP,"KIRK-OTHMER; 4th ed, 17:207 (1996)"
625-77-4,DIACETAMIDE,101.11,0.0099,-2.0043648054024,0.0313,-1.5044556624536,0.4999091429488,25,EXT,NIST Web-site
625-80-9,"2,4-DIMETHYL-3-THIAPENTANE",118.24,19.243,1.2842727798577,15.6,1.1931245983545,-0.0911481815032,25,EXT,"BOUBLIK,T ET AL. (1984)"
625-84-3,"2,5-DIMETHYLPYRROLE",95.145,0.805,-0.0942041196321315,1.49,0.173186268412274,0.267390388044406,25,EXP,NIST Web-site
626-39-1,"1,3,5-TRIBROMOBENZENE",314.8,0.0015,-2.8239087409443,0.000956,-3.0195421077239,-0.1956333667796,25,EXP,"HUININK,J ET AL. (1988)"
626-55-1,3-BROMOPYRIDINE,158.0,1.753,0.243781916093795,1.35,0.130333768495006,-0.113448147598789,25,EXP,"PERRY,RH & GREEN,D (1984)"
626-67-5,N-METHYLPIPERIDINE,99.177,19.359,1.2868829198268,27.7,1.4424797690644,0.1555968492376,25,EXP,"WALTON,J (1977)"
626-93-7,2-HEXANOL,102.18,2.488,0.395850376018781,2.94,0.468347330412157,0.072496954393376,25,EXP,"YAWS,CL (1994A)"
627-05-4,1-NITROBUTANE,103.12,3.79,0.578639209968072,3.49,0.54282542695918,-0.035813783008892,25,EXP,"KIRK-OTHMER; 4th ed, 17:207 (1996)"
627-12-3,O-PROPYLCARBAMATE,103.12,0.0553,-1.2572748686953,0.19,-0.721246399047171,0.536028469648129,25,EXT,"JORDAN,TE (1954)"
627-13-4,1-PROPYLNITRATE,105.09,23.456,1.370253952961,24.3,1.3856062735983,0.0153523206372999,25,EXP,"BOUBLIK,T ET AL. (1984)"
627-18-9,3-BROMOPROPANOL,138.99,0.1,-1.0,0.601,-0.22112552799726,0.77887447200274,20,EXP,"NEELY,WB (1976)"
627-19-0,1-PENTYNE,68.12,436.02,2.6395064105769,442.0,2.6454222693491,0.00591585877219991,25,EXP,"YAWS,CL (1994A)"
627-20-3,CIS-2-PENTENE,70.135,495.0,2.6946051989336,507.0,2.7050079593333,0.0104027603997001,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
627-21-4,2-PENTYNE,68.12,235.8,2.3725438007591,244.0,2.3873898263387,0.0148460255795997,25,EXP,"ZWOLINSKI,BJ & WILHOIT,RC (1971)"
627-59-8,5-METHYL-2-HEXANOL,116.2,2.029,0.307282047033346,1.28,0.107209969647868,-0.200072077385478,25,EXT,"WILHOIT,RC & ZWOLINSKI,BJ (1973)"
627-63-4,FUMARYL CHLORIDE,152.97,2.069,0.315760490665735,3.44,0.53655844257153,0.220797951905795,25,EXP,"PERRY,RH & GREEN,D (1984)"
627-90-7,ETHYL UNDECANOATE,214.35,0.0043,-2.3665315444204,0.0122,-1.9136401693253,0.4528913750951,20,EXP,"VOITKEVICH,SA (1963)"
627-93-0,"HEXANEDIOIC ACID, DIMETHYL ESTER",174.2,0.06038,-1.2191068913129,0.687,-0.16304326294045,1.0560636283725,25,EXT,"VLASOV,ON & GRANZHAN,VA (1965)"
627-97-4,2-METHYL-2-HEPTENE,112.22,17.79,1.2501759480839,16.8,1.2253092817259,-0.0248666663580002,25,EXP,"ZWOLINSKI,BJ & WILHOIT,RC (1971)"
628-17-1,1-IODOPENTANE,198.05,4.39,0.642464520242121,4.11,0.613841821876069,-0.028622698366052,25,EXP,"LI,JCM & ROSSINI,FD (1953)"
628-28-4,METHYL N-BUTYL ETHER,88.151,138.8,2.1423894661188,142.0,2.1522883443831,0.00989887826429969,25,EXP,"BOUBLIK,T ET AL. (1984)"
628-29-5,2-THIAHEXANE,104.22,15.601,1.1931524368521,13.4,1.1271047983648,-0.0660476384873001,25,EXT,"BOUBLIK,T ET AL. (1984)"
628-32-0,ETHYL PROPYL ETHER,88.151,180.6,2.2567177459775,186.0,2.2695129442179,0.0127951982404002,25,EXP,"YAWS,CL (1994A)"
628-36-4,DIFORMYLHYDRAZINE,88.066,7.49e-07,-6.1255181823005,3.41e-05,-4.4672456210075,1.658272561293,25,EXT,"JONES,AH (1960)"
628-41-1,"1,4-CYCLOHEXADIENE",80.131,66.614,1.8235655127106,77.6,1.8898617212582,0.0662962085476,25,EXT,"CHAO,J ET AL. (1983)"
628-55-7,DI-ISOBUTYL ETHER,130.23,15.375,1.1868151244475,16.5,1.2174839442139,0.0306688197664,25,EXP,"AMBROSE,D ET AL. (1976)"
628-61-5,2-CHLOROOCTANE,148.68,1.368,0.136086097384097,1.42,0.152288344383056,0.016202246998959,25,EXP,"LEVANOVA,SV ET AL. (1967)"
628-63-7,N-AMYL ACETATE,130.19,3.5,0.544068044350276,4.16,0.619093330626743,0.075025286276467,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
628-71-7,1-HEPTYNE,96.174,52.51,1.7202420182871,43.7,1.6404814369704,-0.0797605813167002,25,EXP,"HINE,J & MOOKERJEE,PK (1975)"
628-73-9,HEXANENITRILE,97.161,2.85,0.45484486000851,2.12,0.326335860928751,-0.128508999079759,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
628-76-2,"1,5-DICHLOROPENTANE",141.04,1.13,0.0530784434834197,1.01,0.00432137378264258,-0.0487570697007771,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
628-81-9,BUTYL ETHYL ETHER,102.18,51.6,1.7126497016272,59.0,1.7708520116421,0.0582023100149001,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
628-87-5,"Acetonitrile, 2,2'-iminobis-",95.105,0.00341,-2.4672456210075,0.016,-1.7958800173441,0.6713656036634,25,EXP,"DAUBERT,TE & DANNER,RP (1997)"
628-96-6,ETHYLENE GLYCOL DINITRATE,152.06,0.072,-1.1426675035687,0.389,-0.410050398674292,0.732617104894408,25,EXP,"CLAYTON,GD & CLAYTON,FE (1982)"
628-97-7,ETHYL PALMITATE,284.49,2.34e-05,-4.6307841425899,0.000266,-3.5751183633689,1.055665779221,25,EXT,"OMAR,MM (1967)"
628-99-9,2-NONANOL,144.26,0.06755,-1.170374646642,0.109,-0.962573502059376,0.207801144582624,25,EXP,"YAWS,CL (1994B)"
629-04-9,1-BROMOHEPTANE,179.1,1.273,0.104828403653655,1.38,0.139879086401236,0.035050682747581,25,EXP,"YAWS,CL (1994A)"
629-05-0,1-OCTYNE,110.2,13.6,1.1335389083702,14.4,1.1583624920952,0.0248235837249999,25,EXP,"HINE,J & MOOKERJEE,PK  (1975)"
629-06-1,1-CHLOROHEPTANE,134.65,2.824,0.450864692379766,2.63,0.419955748489758,-0.030908943890008,25,EXT,"BOUBLIK,T ET AL. (1984)"
629-11-8,"1,6-HEXANEDIOL",118.18,0.0005,-3.301029995664,0.00128,-2.8927900303521,0.4082399653119,25,EXT,"DAUBERT,TE & DANNER,RP (1989)"
629-14-1,"1,2-DIETHOXYETHANE",118.18,33.73,1.5280163411892,19.3,1.2855573090078,-0.2424590321814,25,EXP,"HINE,J & MOOKERJEE,PK (1975)"
629-19-6,"4,5-DITHIAOCTANE",150.31,0.512,-0.290730039024169,0.498,-0.302770657240282,-0.012040618216113,25,EXT,"BOUBLIK,T ET AL. (1984)"
629-20-9,"1,3,5,7-CYCLOOCTATETRAENE",104.15,7.8,0.89209460269048,7.79,0.891537457672564,-0.000557145017916039,25,EXP,"BOUBLIK,T ET AL. (1984)"
629-27-6,1-IODOOCTANE,240.13,0.2498,-0.602407565961883,0.151,-0.821023052706831,-0.218615486744948,25,EXT,"PERRY,RH & GREEN,D (1984)"
629-45-8,DIBUTYL DISULFIDE,178.36,0.0632,-1.1992829217176,0.0504,-1.2975694635545,-0.0982865418369001,25,EXT,"ZWOLINSKI,BJ & WILHOIT,RC (1971)"
629-50-5,N-TRIDECANE,184.37,0.0558,-1.2533658010624,0.0921,-1.0357403698032,0.2176254312592,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
629-59-4,TETRADECANE,198.4,0.0116,-1.9355420107731,0.0369,-1.4329736338409,0.5025683769322,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
629-62-9,N-PENTADECANE,212.42,0.00343,-2.4647058799572,0.0153,-1.8153085691824,0.6493973107748,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
629-72-1,1-BROMOPENTADECANE,291.32,0.0001481,-3.8294449414788,0.00117,-2.9318141382538,0.897630803225,25,EXT,"LI,JCM & ROSSINI,FD (1953)"
629-73-2,1-HEXADECENE,224.43,0.00264,-2.5783960731302,0.00766,-2.1157712303674,0.4626248427628,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
629-76-5,1-PENTADECANOL,228.42,3.853e-05,-4.414200990987,2.84e-05,-4.546681659953,-0.132480668966,25,EXT,"DAUBERT,TE & DANNER,RP (1993)"
629-78-7,HEPTADECANE,240.48,0.000228,-3.6420651529995,0.00324,-2.4894549897934,1.1526101632061,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
629-92-5,NONADECANE,268.53,4.903e-05,-4.3095381067538,0.000673,-3.171984935776,1.1375531709778,25,EXT,"YAWS,CL (1994B)"
629-93-6,1-IODOOCTADECANE,380.4,1.915e-06,-5.7178312216954,4.04e-05,-4.3936186348894,1.324212586806,25,EXT,"LI,JCM & ROSSINI,FD (1953)"
629-94-7,HENEICOSANE,296.58,8.725e-05,-4.0592345643688,0.000142,-3.8477116556169,0.2115229087519,25,EXT,"PERRY,RH & GREEN,D (1984)"
629-96-9,1-EICOSANOL,298.56,4.522e-08,-7.3446694419907,5e-07,-6.301029995664,1.0436394463267,25,EXT,"YAWS,CL (1994B)"
629-97-0,DOCOSANE,310.61,1.28e-06,-5.8927900303521,6.92e-05,-4.1598939055432,1.7328961248089,25,EXT,"DAUBERT,TE & DANNER,RP (1989)"
629-99-2,PENTACOSANE,352.69,1.51e-06,-5.8210230527068,9.63e-06,-5.0163737128755,0.8046493398313,25,EXT,"PERRY,RH & GREEN,D (1984)"
630-01-3,HEXACOSANE,366.72,4.691e-07,-6.3287345670528,5.26e-06,-5.2790142558463,1.0497203112065,25,EXT,"PERRY,RH & GREEN,D (1984)"
630-02-4,OCTACOSANE,394.77,1.6e-09,-8.7958800173441,1.55e-06,-5.8096683018297,2.9862117155144,25,EXT,"DAUBERT,TE & DANNER,RP (1996)"
630-03-5,NONACOSANE,408.8,4.3e-10,-9.3665315444204,9.56e-07,-6.0195421077239,3.3469894366965,25,EXT,"DAUBERT,TE & DANNER,RP (1997)"
630-04-6,HENTRIACONTANE,436.86,1.4e-11,-10.853871964322,3.41e-07,-6.4672456210075,4.3866263433145,25,EXT,"ZWOLINSKI,BJ & WILHOIT,RC (1971)"
630-05-7,TRITRIACONTANE,464.91,4.02e-11,-10.395773946916,6.94e-08,-7.1586405295451,3.2371334173709,25,EXT,"ZWOLINSKI,BJ & WILHOIT,RC (1971)"
630-07-9,N-PENTATRIACONTANE,492.96,5.39e-12,-11.268411234813,4.99e-08,-7.3018994543766,3.9665117804364,25,EXT,"ZWOLINSKI,BJ & WILHOIT,RC (1971)"
630-08-0,CARBON MONOXIDE,28.011,155000000.0,8.1903316981703,829000000.0,8.9185545305503,0.728222832379998,25,EXT,"YAWS,CL (1994)"
630-18-2,TRIMETHYLACETONITRILE,83.134,34.46,1.537315273112,28.8,1.4593924877592,-0.0779227853528,25,EXT,"BOUBLIK,T ET AL. (1984)"
630-20-6,"1,1,1,2-TETRACHLOROETHANE",167.85,12.0,1.0791812460476,9.78,0.990338854787601,-0.088842391259999,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
631-36-7,TETRAETHYLSILANE,144.33,5.0,0.698970004336019,3.22,0.507855871695831,-0.191114132640188,24,EXP,"RIDDICK,JA ET AL. (1986)"
634-66-2,"1,2,3,4-TETRACHLOROBENZENE",215.89,0.039,-1.4089353929735,0.0135,-1.869666231505,-0.4607308385315,25,EXT,"SHIU,WY & MACKAY,D (1997)"
634-90-2,"1,2,3,5-TETRACHLOROBENZENE",215.89,0.0553,-1.2572748686953,0.0266,-1.5751183633689,-0.3178434946736,25,EXT,"PERRY,RH & GREEN,D (1984)"
634-97-9,PYRROLE-2-CARBOXYLIC ACID,111.1,2.253e-06,-5.6472388082762,0.000134,-3.8728952016352,1.774343606641,25,EXT,"JONES,AH (1960)"
635-11-0,"BENZENE, 1,2,4,5-TETRAKIS(1-METHYLETHYL)-",246.44,0.002,-2.698970004336,0.00199,-2.7011469235903,-0.00217691925429975,25,EXT,"STEELE,WV ET AL. (2002)"
637-78-5,ISOPROPYL PROPIONATE,116.16,22.53,1.3527611917238,24.8,1.3944516808262,0.0416904891023999,25,EXP,"HINE,J & MOOKERJEE,PK (1975)"
637-87-6,4-CHLOROIODOBENZENE,238.46,0.0589,-1.2298847052129,0.0433,-1.3635121036466,-0.1336273984337,25,EXT,"JONES,AH (1960)"
637-92-3,ETHYL T-BUTYL ETHER,102.18,123.8,2.0927206446841,127.0,2.103803720956,0.0110830762719001,25,EXP,"DAUBERT,TE & DANNER,RP (1993)"
637-97-8,2-IODOPENTANE,198.05,10.958,1.0397312960987,5.13,0.710117365111816,-0.329613930986884,25,EXP,"LEVANOVA,SV ET AL. (1967)"
638-02-8,"2,5-DIMETHYLTHIOPHENE",112.19,9.8589,0.993828461535536,7.46,0.872738827472669,-0.121089634062867,25,EXT,"CHAO,J ET AL. (1983)"
638-04-0,"1,3-DIMETHYLCYCLOHEXANE (CIS)",112.22,21.5,1.3324384599156,15.5,1.1903316981703,-0.1421067617453,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
638-28-8,2-CHLOROHEXANE,120.62,13.636,1.1346869925569,14.0,1.1461280356782,0.0114410431212999,25,EXP,"LEVANOVA,SV (1967)"
638-45-9,1-IODOHEXANE,212.07,1.402,0.14674801363064,1.26,0.100370545117563,-0.046377468513077,25,EXP,"LI,JCM & ROSSINI,FD (1953)"
638-53-9,TRIDECANOIC ACID,214.35,1.26e-05,-4.8996294548824,0.00067,-3.1739251972992,1.7257042575832,25,EXT,"PERRY,RH & GREEN,D (1984)"
638-67-5,TRICOSANE,324.64,1.738e-05,-4.7599502278874,3.54e-05,-4.4509967379742,0.3089534899132,25,EXT,"PERRY,RH & GREEN,D (1984)"
638-68-6,TRIACONTANE,422.83,2.73e-11,-10.563837352959,5.62e-07,-6.2502636844309,4.3135736685281,25,EXT,"DAUBERT,TE & DANNER,RP (1989)"
640-15-3,THIOMETON,246.35,1.7e-05,-4.7695510786217,0.00148,-2.829738284605,1.9398127940167,20,EXP,"TOMLIN,C (1994)"
644-35-9,O-PROPYLPHENOL,136.2,0.09,-1.0457574905607,0.0628,-1.2020403562628,-0.1562828657021,25,EXT,"BOUBLIK,T ET AL. (1984)"
644-49-5,PROPYL ISOBUTYRATE,130.19,8.397,0.924124153185825,7.84,0.894316062684438,-0.029808090501387,25,EXP,"OHE,S (1976)"
644-64-4,DIMETILAN,240.26,9.7e-05,-4.0132282657338,3.54e-05,-4.4509967379742,-0.4377684722404,20,EXP,"HARTLEY,D & KIDD,H (1987)"
645-49-8,"1,1'-(1,2-ETHENEDIYL)BISBENZENE (CIS)",180.25,0.00686,-2.1636758842932,0.00138,-2.8601209135988,-0.6964450293056,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
645-56-7,4-PROPYLPHENOL,136.2,0.0375,-1.4259687322723,0.0309,-1.5100415205752,-0.0840727883029,25,EXT,"JORDAN,TE (1954)"
645-62-5,2-ETHYL-2-HEXENAL,126.2,1.279,0.106870544478654,0.463,-0.334419008982047,-0.441289553460701,25,EXT,"BOUBLIK,T ET AL. (1984)"
646-04-8,TRANS-2-PENTENE,70.135,506.0,2.7041505168398,507.0,2.7050079593333,0.000857442493499949,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
646-06-0,"1,3-DIOXALANE",74.08,79.0,1.8976270912904,104.0,2.0170333392988,0.1194062480084,20,EXP,"RIDDICK,JA ET AL. (1985)"
646-31-1,TETRACOSANE,338.67,4.069e-06,-5.3905123101467,1.69e-05,-4.7721132953863,0.618399014760399,25,EXT,"PERRY,RH & GREEN,D (1984)"
659-70-1,ISOAMYL ISOVALERATE,172.27,0.886,-0.0525662781129492,0.581,-0.235823867609669,-0.18325758949672,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
