CAS,Name,MW,VP (mm Hg),log VP,Estimate VP (mm Hg),log VP est,Error,VP temp (degC),VP type,Reference
50-00-0,FORMALDEHYDE,30.026,3886.0,3.5895027962638,3490.0,3.5428254269592,-0.0466773693046001,25,EXT,"BOUBLIK,T ET AL. (1984)"
50-21-5,LACTIC ACID,90.079,0.0813,-1.0899094544059,0.0286,-1.543633966871,-0.4537245124651,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
50-29-3,"P,P'-DDT",354.49,1.6e-07,-6.7958800173441,7.47e-06,-5.1266793981846,1.6692006191595,20,EXP,"BIDLEMAN,TF & FOREMAN,WT (1987)"
50-31-7,"2,3,6-TRICHLOROBENZOIC ACID",225.46,0.00055,-3.2596373105058,5.63e-05,-4.2494916051487,-0.9898542946429,25,EXP,"FREAR,DS (1976)"
50-32-8,BENZO(A)PYRENE,252.32,5.49e-09,-8.2604276555499,9.82e-10,-9.0078885122131,-0.747460856663199,25,EXT,"MURRAY,JJ ET AL. (1974)"
50-36-2,COCAINE,303.36,1.91e-07,-6.7189666327523,1.29e-05,-4.8894102897008,1.8295563430515,25,EXP,"LAWRENCE,AH ET AL. (1984)"
50-45-3,"Benzoic acid, 2,3-dichloro-",191.01,0.000228,-3.6420651529995,5.95e-05,-4.2254830342715,-0.583417881272,25,EXT,"DOLFING,J & HARRISON,BK (1992)"
50-65-7,NICLOSAMIDE,327.13,1.49e-11,-10.826813731588,1.49e-11,-10.826813731588,0.0,20,EXP,"TOMLIN,C (1994)"
50-73-7,"Benzoic acid, 2,3,5-trichloro-",225.46,0.000311,-3.5072396109732,1.92e-05,-4.7166987712965,-1.2094591603233,25,EXT,"DOLFING,J & HARRISON,BK (1992)"
50-78-2,ACETYLSALICYLIC ACID,180.16,2.52e-05,-4.5985994592185,6.56e-05,-4.1830961606243,0.4155032985942,25,EXP,"EISENREICH,SJ ET AL. (1981)"
51-28-5,"2,4-DINITROPHENOL",184.11,0.00039,-3.4089353929735,1.29e-05,-4.8894102897008,-1.4804748967273,20,EXP,"SCHWARZENBACH,RP ET AL. (1988)"
51-75-2,Mechlorethamine,156.06,0.17,-0.769551078621726,0.528,-0.277366077466188,0.492185001155538,25,EXP,"OPRESKO,DM ET AL. (1998)"
51-79-6,O-ETHYL CARBAMATE (URETHANE),89.095,0.2621,-0.5815329790534,0.415,-0.381951903287907,0.199581075765493,25,EXT,"PERRY,RH & GREEN,D (1984)"
52-51-7,"1,3-Propanediol, 2-bromo-2-nitro-",199.99,1.26e-05,-4.8996294548824,6.06e-06,-5.2175273758337,-0.3178979209513,20,EXP,"TOMLIN,C (1997)"
52-68-6,TRICHLORFON,257.44,7.8e-06,-5.1079053973095,6.94e-05,-4.1586405295451,0.949264867764399,20,EXP,"FREED,VH ET AL. (1977)"
53-19-0,"O,P'-DDD",320.05,1.94e-06,-5.7121982700698,1.69e-05,-4.7721132953863,0.9400849746835,30,EXP,"SUNTIO,LR ET AL. (1988)"
53-70-3,"DIBENZ(A,H)ANTHRACENE",278.36,9.55e-10,-9.0199966284163,1.39e-11,-10.856985199746,-1.8369885713297,25,EXT,"LEI,YD ET AL. (2002)"
54-11-5,NICOTINE,162.24,0.038,-1.4202164033832,0.032,-1.4948500216801,-0.0746336182968999,25,EXT,"BOUBLIK,T ET AL. (1984)"
55-18-5,N-NITROSODIETHYLAMINE,102.14,0.86,-0.0655015487564323,1.53,0.184691430817599,0.250192979574031,20,EXP,"KLEIN,RG (1982)"
55-38-9,FENTHION,278.33,1.05e-05,-4.9788107009301,0.000138,-3.8601209135988,1.1186897873313,25,EXP,"TOMLIN,C (1997)"
55-63-0,"1,2,3-PROPANETRIOL TRINITRATE",227.09,0.0004,-3.397940008672,0.0272,-1.5654310959658,1.8325089127062,25,EXT,"KEMP,MD ET AL. (1957)"
55-91-4,ISOFLUROPHATE,184.15,0.579,-0.237321436272564,0.834,-0.0788339493622613,0.158487486910303,20,EXP,MERCK INDEX (1996)
56-23-5,CARBON TETRACHLORIDE,153.82,115.0,2.0606978403536,99.5,1.9978230807457,-0.0628747596078998,25,EXP,"BOUBLIK,T ET AL. (1984)"
56-35-9,BIS(TRI-N-BUTYLTIN) OXIDE,596.08,7.5e-06,-5.1249387366083,7.8e-06,-5.1079053973095,0.0170333392988002,20,EXP,"BLUNDEN,SJ ET AL. (1984)"
56-36-0,Tributyl tin acetate,349.08,0.0027,-2.568636235841,0.000235,-3.6289321377283,-1.0602959018873,20,EXP,"BLUNDEN,SJ ET AL. (1984)"
56-38-2,PARATHION,291.26,6.68e-06,-5.1752235375245,3.34e-05,-4.4762535331884,0.6989700043361,20,EXP,"TOMLIN,C (1997)"
56-49-5,3-METHYLCHOLANTHRENE,268.36,4.3e-08,-7.3665315444204,2.34e-08,-7.6307841425899,-0.264252598169501,25,EXT,"LEI,YD ET AL. (2002)"
56-55-3,BENZ(A)ANTHRACENE,228.3,2.1e-07,-6.6777807052661,2.72e-07,-6.5654310959658,0.1123496093003,25,EXP,"SONNEFELD,WJ ET AL. (1983)"
56-72-4,COUMAPHOS,362.77,9.7e-08,-7.0132282657338,8.34e-08,-7.0788339493623,-0.0656056836285002,20,EXP,"TOMLIN,C (1997)"
56-81-5,GLYCEROL,92.095,0.000168,-3.7746907182741,7.98e-05,-4.0979971086493,-0.3233063903752,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
56-86-0,GLUTAMIC ACID,147.13,1.7e-08,-7.7695510786217,1.1e-06,-5.9586073148418,1.8109437637799,25,EXT,"DAUBERT,TE & DANNER,RP (1989)"
56-87-1,LYSINE,146.19,5.284e-09,-8.2770371910575,4.6e-09,-8.3372421683184,-0.0602049772609004,25,EXT,"DAUBERT,TE & DANNER,RP (1989)"
57-06-7,3-ISOTHIOCYANATO-1-PROPENE,99.155,3.698,0.567966906823154,3.65,0.562292864456475,-0.00567404236667901,30,EXP,"BOUBLIK,T ET AL. (1984)"
57-10-3,PALMITIC ACID,256.43,3.8e-07,-6.4202164033832,5.52e-05,-4.2580609222708,2.1621554811124,25,EXT,"DAUBERT,TE & DANNER,RP (1989)"
57-11-4,STEARIC ACID,284.49,7.221e-07,-6.1414026550053,8.31e-06,-5.0803989762159,1.0610036787894,25,EXT,"DAUBERT,TE & DANNER,RP (1989)"
57-13-6,UREA,60.056,1.2e-05,-4.9208187539524,0.208,-0.681936665037238,4.2388820889152,25,EXT,"JONES,AH (1960)"
57-14-7,"1,1-DIMETHYLHYDRAZINE",60.099,163.0,2.212187604404,168.0,2.2253092817259,0.0131216773219003,25,EXP,"SCHIESSL,HW (1995)"
57-55-6,"1,2-PROPANEDIOL",76.096,0.129,-0.889410289700751,0.111,-0.954677021213343,-0.065266731512592,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
57-74-9,CHLORDANE,409.78,9.75e-06,-5.0109953843015,2e-05,-4.698970004336,0.3120253799655,25,EXP,"TOMLIN,C (1994)"
58-86-6,D-Xylose,150.13,1.97e-10,-9.7055337738384,7.5e-07,-6.1249387366083,3.5805950372301,25,EXT,"OJA,V & SUUBERG (1999)"
58-89-9,GAMMA-HEXACHLOROCYCLOHEXANE,290.83,4.2e-05,-4.3767507096021,0.000506,-3.2958494831602,1.0809012264419,20,EXP,"TOMLIN,C (1997)"
58-90-2,"2,3,4,6-TETRACHLOROPHENOL",231.89,0.000666,-3.1765257708297,0.000489,-3.3106911408764,-0.1341653700467,25,EXT,"BIDLEMAN,TF & RENBERG,L (1985)"
59-50-7,3-METHYL-4-CHLOROPHENOL,142.59,0.05,-1.301029995664,0.0103,-1.9871627752948,-0.6861327796308,20,EXP,"MABEY,WR ET AL. (1981)"
59-52-9,"1-Propanol, 2,3-dimercapto-",124.22,0.005,-2.301029995664,0.0147,-1.8326826652518,0.4683473304122,25,EXT,MERCK INDEX (1996)
60-00-4,ETHYLENEDIAMINE TETRAACETIC ACID,292.25,1.5e-12,-11.823908740944,3.77e-12,-11.423658649794,0.400250091150001,25,EXT,"DAUBERT,TE & DANNER,RP (1999)"
60-09-3,P-PHENYLAZOANILINE,197.24,1.4e-06,-5.8538719643218,5.26e-06,-5.2790142558463,0.5748577084755,25,EXT,"SHIMIZU,T ET AL. (1987)"
60-11-7,"4-(N,N-DIMETHYLAMINO)AZOBENZENE",225.3,7e-08,-7.1549019599857,3.72e-05,-4.4294570601181,2.7254448998676,25,EXT,"CAMPANELLI,AR ET AL. (1985)"
60-12-8,2-PHENYLETHANOL,122.17,0.0868,-1.0614802748235,0.0243,-1.6143937264017,-0.5529134515782,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
60-24-2,"Ethanol, 2-mercapto-",78.134,1.756,0.244524511570084,0.861,-0.0649968485463452,-0.309521360116429,25,EXP,"DAUBERT,TE & DANNER,RP (1996)"
60-29-7,DIETHYL ETHER,74.124,538.0,2.7307822756664,539.0,2.7315887651867,0.000806489520300158,25,EXP,"DAUBERT,TE & DANNER,RP (1995)"
60-33-3,LINOLEIC ACID,280.45,8.68e-07,-6.0614802748235,5.74e-05,-4.241088107602,1.8203921672215,25,EXT,"DAUBERT,TE & DANNER,RP (1991)"
60-34-4,METHYL HYDRAZINE,46.072,50.0,1.698970004336,63.7,1.8041394323354,0.1051694279994,25,EXP,"BOUBLIK,T ET AL. (1984)"
60-35-5,ACETAMIDE,59.068,0.04,-1.397940008672,0.0323,-1.4907974776689,-0.0928574689969,25,EXT,"DAUBERT,TE & DANNER,RP (1989)"
60-51-5,DIMETHOATE,229.26,1.875e-05,-4.7269987279363,4.12e-05,-4.3851027839669,0.3418959439694,25,EXP,"TOMLIN,C (2003)"
60-57-1,DIELDRIN,380.91,5.89e-06,-5.2298847052129,2.74e-06,-5.5622494371796,-0.3323647319667,25,EXP,"GRAYSON,BT & FOSBRAEY,LA (1982)"
61-82-5,AMITROLE,84.081,4.4e-07,-6.3565473235138,0.000735,-3.1337126609158,3.222834662598,25,EXP,USEPA RED; (1996)
62-38-4,PHENYLMERCURIC ACETATE,336.74,6e-06,-5.2218487496164,0.000157,-3.8041003475908,1.4177484020256,20,EXP,"SUNTIO,LR ET AL. (1988)"
62-44-2,P-PHENACETIN,179.22,6.92e-07,-6.1598939055432,0.00273,-2.5638373529592,3.596056552584,25,EXP,"WIEDEMANN,HG (1972)"
62-50-0,ETHYL METHANESULFONATE,124.16,0.206,-0.686132779630847,0.183,-0.737548910269571,-0.0514161306387241,25,EXP,"JABER,HM ET AL. (1984B)"
62-53-3,ANILINE,93.129,0.49,-0.309803919971486,0.791,-0.101823516502323,0.207980403469163,25,EXP,"DAUBERT,TE & DANNER,RP (1985)"
62-56-6,THIOUREA,76.12,0.0028,-2.5528419686578,0.0585,-1.2328441339178,1.31999783474,25,EXT,"DAUBERT,TE & DANNER,RP (1989)"
62-73-7,DICHLORVOS,220.98,0.01575,-1.8027194418744,0.0631,-1.1999706407559,0.6027488011185,25,EXP,"TOMLIN,C (1994)"
62-75-9,N-NITROSODIMETHYLAMINE,74.083,2.7,0.431363764158987,4.3,0.633468455579587,0.2021046914206,20,EXP,"KLEIN,RG (1982)"
63-25-2,1-NAPHTHYL-N-METHYLCARBAMATE,201.23,1.36e-06,-5.8664610916298,5.33e-05,-4.2732727909734,1.5931883006564,25,EXP,"FERREIRA,GAL & SEIBER,JN (1981)"
63-75-2,ARECOLINE,155.2,0.0791,-1.1018235165023,0.23,-0.638272163982407,0.463551352519893,25,EXT,MERCK INDEX (1996)
64-17-5,ETHANOL,46.07,59.26,1.772761647144,60.9,1.7846172926329,0.0118556454889001,25,EXP,"DAUBERT,TE & DANNER,RP (1985)"
64-18-6,FORMIC ACID,46.026,42.59,1.6293076400737,35.9,1.5550944485783,-0.0742131914954001,25,EXP,"DAUBERT,TE & DANNER,RP (1985)"
64-19-7,ACETIC ACID,60.053,15.73,1.1967287226233,17.2,1.2355284469075,0.0387997242842,25,EXP,"DAUBERT,TE & DANNER,RP (1985)"
64-67-5,DIETHYL SULFATE,154.19,0.212,-0.673664139071249,0.241,-0.617982957425132,0.055681181646117,25,EXP,"DAUBERT,TE & DANNER,RP (1991)"
65-85-0,BENZOIC ACID,122.12,0.0007,-3.1549019599857,0.00298,-2.5257837359237,0.629118224062,25,EXP,"MCEACHERN,DM & SANDOVAL,O (1973)"
66-22-8,URACIL,112.09,4.67e-05,-4.3306831194339,1.43e-08,-7.8446639625349,-3.513980843101,25,EXT,"BRUNETTI,B ET AL. (2000)"
66-25-1,HEXANAL,100.16,11.26,1.0515383905153,9.57,0.980911937776844,-0.0706264527384559,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
67-52-7,BARBITURIC ACID,128.09,1.5e-08,-7.8239087409443,5.6e-10,-9.2518119729938,-1.4279032320495,25,EXT,"BRUNETTI,B & PIACENTE,V (1999)"
67-56-1,METHANOL,32.042,127.0,2.103803720956,119.0,2.0755469613925,-0.0282567595634999,25,EXP,"BOUBLIK,T ET AL. (1984)"
67-62-9,O-METHYLHYDROXYLAMINE,47.057,291.07,2.4639974458859,299.0,2.4756711883244,0.0116737424384996,25,EXP,"BOUBLIK,T ET AL. (1984)"
67-63-0,ISOPROPANOL,60.097,45.42,1.6572471298837,49.6,1.6954816764902,0.0382345466065002,25,EXP,"DAUBERT,TE & DANNER,RP (1985)"
67-64-1,ACETONE,58.081,231.5,2.364550995354,249.0,2.3961993470957,0.0316483517416999,25,EXP,"ALARIE,Y ET AL. (1995)"
67-66-3,CHLOROFORM,119.38,197.0,2.2944662261616,189.0,2.2764618041732,-0.0180044219884001,25,EXP,"BOUBLIK,T ET AL. (1984)"
67-68-5,DIMETHYL SULFOXIDE,78.134,0.61,-0.214670164989233,0.622,-0.206209615309181,0.008460549680052,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
67-72-1,HEXACHLOROETHANE,236.74,0.21,-0.677780705266081,0.0602,-1.2204035087422,-0.542622803476119,20,EXP,"ARCHER,WL (1979)"
68-11-1,MERCAPTOACETIC ACID,92.117,0.0868,-1.0614802748235,0.415,-0.381951903287907,0.679528371535593,25,EXT,"PERRY,RH & GREEN,D (1984)"
68-12-2,"N,N'-DIMETHYLFORMAMIDE",73.095,3.87,0.587710965018911,3.49,0.54282542695918,-0.0448855380597309,25,EXP,"DAUBERT,TE & DANNER,RP (1985)"
69-72-7,SALICYLIC ACID,138.12,8.2e-05,-4.0861861476163,3.19e-05,-4.4962093169428,-0.4100231693265,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
71-23-8,1-PROPANOL,60.097,20.99,1.3220124385824,23.2,1.3654879848909,0.0434755463085001,25,EXP,"RIDDICK,JA ET AL. (1986)"
71-36-3,1-BUTANOL,74.124,6.7,0.826074802700826,7.78,0.890979596989689,0.064904794288863,25,EXP,"BOUBLIK,T ET AL. (1984)"
71-41-0,1-PENTANOL,88.151,2.2,0.342422680822206,2.65,0.423245873936808,0.080823193114602,25,EXP,"RIDDICK,JA ET AL. (1986)"
71-43-2,BENZENE,78.115,94.8,1.9768083373381,87.2,1.9405164849326,-0.0362918524055,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
71-55-6,"1,1,1-TRICHLOROETHANE",133.41,124.0,2.0934216851622,112.0,2.0492180226702,-0.0442036624919999,25,EXP,"BOUBLIK,T ET AL. (1984)"
72-20-8,ENDRIN,380.91,3e-06,-5.5228787452803,2.74e-06,-5.5622494371796,-0.0393706918992995,20,EXP,"NASH,RG (1983A)"
72-48-0,ALIZARINE,240.22,8.755e-10,-9.0577438495805,7.15e-11,-10.145693958199,-1.0879501086185,25,EXT,"MALASPINA,L ET AL. (1973A)"
72-54-8,"P,P'-DDD",320.05,1.35e-06,-5.869666231505,1.95e-05,-4.7099653886375,1.1597008428675,25,EXP,"HINKLEY,DA ET AL. (1990)"
72-55-9,"P,P'-DDE",318.03,6e-06,-5.2218487496164,6.85e-05,-4.1643094285076,1.0575393211088,25,EXT,"BIDLEMAN,TF (1984)"
73-24-5,ADENINE,135.13,4.46e-11,-10.350665141288,2.45e-09,-8.6108339156355,1.7398312256525,25,EXT,"ZIELENKIEWICZ,W (2000)"
74-31-7,"N,N'-DIPHENYL-P-BENZENEDIAMINE",260.34,6.352e-09,-8.197089510581,5.74e-07,-6.241088107602,1.956001402979,25,EXT,"DAUBERT,TE & DANNER,RP (1989)"
74-82-8,METHANE,16.043,465790.0,5.6681901604729,531000.0,5.7250945210815,0.0569043606086002,25,EXP,"DAUBERT,TE & DANNER,RP (1994)"
74-83-9,METHYL BROMIDE,94.939,1616.0,3.2084413564386,1590.0,3.2013971243205,-0.0070442321180999,25,EXP,"DAUBERT,TE & DANNER,RP (1985)"
74-84-0,ETHANE,30.07,31520.0,4.4985862088175,20200.0,4.3053513694466,-0.193234839370899,25,EXP,"DAUBERT,TE & DANNER,RP (1994)"
74-85-1,ETHYLENE,28.054,52130.0,4.717087724927,31400.0,4.4969296480732,-0.220158076853799,25,EXT,"DAUBERT,TE & DANNER,RP (1985)"
74-86-2,ACETYLENE,26.038,36500.0,4.5622928644565,18100.0,4.2576785748692,-0.304614289587301,25,EXP,"DAUBERT,TE & DANNER,RP (1998)"
74-87-3,METHYL CHLORIDE,50.488,4300.0,3.6334684555796,4070.0,3.6095944092252,-0.0238740463544,25,EXP,"DAUBERT,TE & DANNER,RP (1985)"
74-88-4,METHYL IODIDE,141.94,405.0,2.6074550232147,404.0,2.6063813651106,-0.00107365810409998,25,EXP,"BOUBLIK,T ET AL. (1984)"
74-89-5,METHYLAMINE,31.058,2650.0,3.4232458739368,2300.0,3.3617278360176,-0.0615180379191997,25,EXP,"DAUBERT,TE & DANNER,RP (1995)"
74-90-8,HYDROCYANIC ACID,27.026,741.9,2.870345371081,743.0,2.8709888137606,0.000643442679599815,25,EXP,"DAUBERT,TE & DANNER,RP (1985)"
74-93-1,METHANETHIOL,48.107,1509.0,3.1786892397756,1510.0,3.1789769472932,0.000287707517599767,25,EXP,"DAUBERT,TE & DANNER,RP (1985)"
74-95-3,DIBROMOMETHANE,173.84,44.4,1.6473829701146,48.8,1.6884198220027,0.0410368518880999,25,EXP,"KUDCHADKER,AP ET AL. (1979)"
74-96-4,BROMOETHANE,108.97,467.0,2.6693168805661,468.0,2.6702458530741,0.000928972507999948,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
74-97-5,CHLOROBROMOMETHANE,129.38,142.5,2.1538148643445,143.0,2.1553360374651,0.00152117312059996,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
74-98-6,PROPANE,44.097,7152.0,3.8544275057879,6140.0,3.7881683711412,-0.0662591346466996,25,EXP,"DAUBERT,TE & DANNER,RP (1994)"
74-99-7,PROPYNE,40.065,4306.0,3.6340740254875,3670.0,3.5646660642521,-0.0694079612354002,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
75-00-3,CHLOROETHANE,64.515,1008.0,3.0034605321095,1210.0,3.0827853703165,0.079324838207,20,EXP,"DAUBERT,TE & DANNER,RP (1985)"
75-01-4,VINYLCHLORIDE,62.499,2976.0,3.4736329268738,2720.0,3.4345689040342,-0.0390640228396002,25,EXT,"DAUBERT,TE & DANNER,RP (1985)"
75-02-5,VINYLFLUORIDE,46.045,19800.0,4.2966651902615,12800.0,4.1072099696479,-0.1894552206136,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
75-03-6,IODOETHANE,155.97,135.75,2.1327398382609,130.0,2.1139433523068,-0.0187964859541001,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
75-04-7,ETHYLAMINE,45.085,1048.0,3.0203612826477,153.0,2.1846914308176,-0.8356698518301,25,EXP,"DAUBERT,TE & DANNER,RP (1995)"
75-05-8,ACETONITRILE,41.053,88.8,1.9484129657786,200.0,2.301029995664,0.3526170298854,25,EXP,"BOUBLIK,T ET AL. (1984)"
75-07-0,ACETALDEHYDE,44.054,902.0,2.9552065375419,910.0,2.9590413923211,0.0038348547792002,25,EXP,"BOUBLIK,T ET AL. (1984)"
75-08-1,ETHYL MERCAPTAN,62.134,529.3,2.7237018939913,520.0,2.7160033436348,-0.00769855035649991,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
75-09-2,DICHLOROMETHANE,84.933,435.0,2.6384892569546,432.0,2.6354837468149,-0.00300551013970018,25,EXP,"BOUBLIK,T ET AL. (1984)"
75-10-5,DIFLUOROMETHANE,52.024,12640.0,4.1017470739464,7590.0,3.8802417758955,-0.2215052980509,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
75-11-6,METHYLENE IODIDE,267.84,1.2,0.0791812460476248,1.21,0.0827853703164501,0.0036041242688253,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
75-12-7,FORMAMIDE,45.041,0.061,-1.2146701649892,0.131,-0.882728704344236,0.331941460644964,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
75-15-0,CARBON DISULFIDE,76.139,359.0,2.5550944485783,342.0,2.5340261060561,-0.0210683425222,25,EXP,"YAWS,CL (1994)"
75-18-3,DIMETHYLSULFIDE,62.134,502.35,2.7010064065955,479.0,2.6803355134146,-0.0206708931808999,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
75-19-4,CYCLOPROPANE,42.081,5414.0,3.7335182514345,4820.0,3.6830470382388,-0.0504712131957001,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
75-21-8,ETHYLENE OXIDE,44.054,1314.0,3.1185953652238,1250.0,3.0969100130081,-0.0216853522156999,25,EXP,"DAUBERT,TE & DANNER,RP (1985)"
75-22-9,BORINE TRIMETHYLAMINE,72.947,18562.0,4.2686247683359,0.277,-0.557520230935551,-4.8261449992715,25,EXT,"DAUBERT,TE & DANNER,RP (1989)"
75-24-1,TRIMETHYLALUMINIUM,72.087,12.353,1.0917724414197,12.3,1.0899051114394,-0.00186732998030004,25,EXP,"BOUBLIK,T ET AL. (1984)"
75-25-2,BROMOFORM,252.73,5.4,0.732393759822969,5.34,0.727541257028556,-0.00485250279441296,25,EXT,"BOUBLIK,T ET AL. (1984)"
75-26-3,2-BROMOPROPANE,122.99,216.47,2.3353977171456,214.0,2.3304137733492,-0.00498394379640033,25,EXT,"DAUBERT,TE & DANNER,RP (1989)"
75-28-5,2-METHYLPROPANE,58.124,2611.0,3.4168068718229,2590.0,3.4132997640813,-0.00350710774160001,25,EXP,"RIDDICK,JA ET AL. (1986)"
75-29-6,2-CHLOROPROPANE,78.542,515.0,2.7118072290412,509.0,2.7067177823368,-0.00508944670440004,25,EXP,"RIDDICK,JA ET AL. (1986)"
75-30-9,2-IODOPROPANE,169.99,43.082,1.6342958563902,66.1,1.8202014594856,0.1859056030954,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
75-31-0,ISOPROPYLAMINE,59.112,579.6,2.7631283767991,592.0,2.7723217067229,0.00919332992380006,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
75-33-2,2-PROPANETHIOL,76.161,276.85,2.442244527848,265.0,2.4232458739368,-0.0189986539112001,25,EXP,"BOUBLIK,T ET AL. (1984)"
75-34-3,"1,1-DICHLOROETHANE",98.96,227.3,2.356599435725,219.0,2.3404441148401,-0.0161553208849003,25,EXP,"DAUBERT,TE & DANNER,RP (1985)"
75-35-4,"1,1-DICHLOROETHENE",96.944,600.0,2.7781512503836,601.0,2.7788744720027,0.000723221619100212,25,EXP,"BOUBLIK,T ET AL. (1984)"
75-36-5,ACETYLCHLORIDE,78.499,287.0,2.457881896734,298.0,2.4742162640763,0.0163343673423002,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
75-37-6,"1,1-DIFLUOROETHANE",66.051,4550.0,3.6580113966571,3860.0,3.5865873046718,-0.0714240919853002,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
75-38-7,"1,1-DIFLUOROETHENE",64.035,30000.0,4.4771212547197,18700.0,4.2718416065365,-0.2052796481832,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
75-43-4,DICHLOROFLUOROMETHANE,102.92,1362.0,3.1341771075768,1360.0,3.1335389083702,-0.000638199206600021,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
75-44-5,PHOSGENE,98.917,1418.0,3.151676230847,1360.0,3.1335389083702,-0.0181373224767998,25,EXP,"DAUBERT,TE & DANNER,RP (1985)"
75-45-6,CHLORODIFLUOROMETHANE,86.469,7252.0,3.8604577954235,6570.0,3.8175653695598,-0.0428924258637,25,EXP,"PERRY,RH & GREEN,D (1984)"
75-46-7,TRIFLUOROMETHANE,70.014,35300.0,4.5477747053878,16900.0,4.2278867046137,-0.319888000774101,25,EXP,"DAUBERT,TE & DANNER,RP (1995)"
75-50-3,TRIMETHYLAMINE,59.112,1607.0,3.2060158767633,1680.0,3.2253092817259,0.0192934049626001,25,EXP,"DAUBERT,TE & DANNER,RP (1985)"
75-52-5,NITROMETHANE,61.041,35.84,1.5543680009901,35.7,1.5526682161122,-0.0016997848778999,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
75-54-7,DICHLOROMETHYLSILANE,115.04,429.3,2.6327608884794,415.0,2.6180480967121,-0.0147127917673,25,EXP,"BOUBLIK,T ET AL. (1984)"
75-55-8,2-METHYLAZIRIDINE,57.096,140.0,2.1461280356782,149.0,2.1731862684123,0.0270582327340998,25,EXP,"FLICK,EW (1991)"
75-56-9,PROPYLENE OXIDE,58.081,538.0,2.7307822756664,532.0,2.725911632295,-0.00487064337140009,25,EXP,"BOUBLIK,T ET AL. (1984)"
75-61-6,DIBROMODIFLUOROMETHANE,209.82,820.0,2.9138138523837,760.0,2.8808135922808,-0.0330002601029,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
75-62-7,BROMOTRICHLOROMETHANE,198.27,39.0,1.5910646070265,30.2,1.4800069429572,-0.1110576640693,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
75-63-8,BROMOTRIFLUOROMETHANE,148.91,12202.0,4.0864310206564,8840.0,3.9464522650131,-0.1399787556433,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
75-64-9,T-BUTYLAMINE,73.139,372.0,2.5705429398819,356.0,2.5514499979729,-0.0190929419089998,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
75-65-0,T-BUTANOL,74.124,40.7,1.6095944092252,46.9,1.6711728427151,0.0615784334899001,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
75-66-1,2-METHYL-2-PROPANETHIOL,90.188,181.0,2.2576785748692,168.0,2.2253092817259,-0.0323692931432999,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
75-68-3,"1-CHLORO-1,1-DIFLUOROETHANE",100.5,2544.0,3.4055171069764,2580.0,3.4116197059632,0.00610259898679999,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
75-69-4,TRICHLOROFLUOROMETHANE,137.37,802.8,2.9046073638154,797.0,2.9014583213961,-0.00314904241930014,25,EXP,"DAUBERT,TE & DANNER,RP (1985)"
75-71-8,DICHLORODIFLUOROMETHANE,120.91,4848.0,3.6855626111582,4840.0,3.6848453616444,-0.000717249513800144,25,EXP,"DAUBERT,TE & DANNER,RP (1985)"
75-72-9,CHLOROTRIFLUOROMETHANE,104.46,21407.0,4.330555809063,19400.0,4.2878017299302,-0.0427540791328003,25,EXP,"PERRY,RH & GREEN,D (1984)"
75-73-0,TETRAFLUOROMETHANE,88.005,175000.0,5.2430380486863,69700.0,4.843232778098,-0.3998052705883,25,EXT,"DAUBERT,TE & DANNER,RP (1995)"
75-74-1,TETRAMETHYL LEAD,267.33,26.0,1.4149733479708,28.6,1.456366033129,0.0413926851582,25,EXP,"WANG,Y ET AL. (1996)"
75-75-2,METHANESULFONIC ACID,96.105,0.000428,-3.3685562309868,0.0267,-1.5734887386354,1.7950674923514,25,EXT,"DAUBERT,TE & DANNER,RP (1991)"
