CAS Number,Name,WSol (mg/L),WS Temp,WS type,Wsol Reference,VP (mm Hg),VP Temp,VP type,VP Reference,HenryLC (atm-m3/mole),HLC Temp,HLC type,HenryLC Reference
36734-19-7,ROVRAL (IPRODIONE),13.9,25.0,EXP,"WAUCHOPE,RD ET AL. (1991A)",3.75e-09,25.0,EXP,"TOMLIN,C (1997)",3.12e-09,25.0,EXP,USDA PESTICIDE PROPERTIES DATABASE
37680-65-2,"2,2',5-TRICHLOROBIPHENYL",0.4,25.0,EXP,"SHIU,WY & MACKAY,D (1986)",0.00105,25.0,EXP,"SHIU,WY ET AL. (1988)",0.00025,25.0,EXP,"BRUNNER,S ET AL. (1990)"
37680-68-5,"2',3,5-TRICHLOROBIPHENYL",0.129,25.0,EXP,"PATIL,GS (1991)",4e-05,25.0,EST,"NEELY,WB & BLAU,GE (1985)",0.0002,25.0,EXP,"BRUNNER,S ET AL. (1990)"
37680-73-2,"2,4,5,2',5'-PENTACHLOROBIPHENYL",0.0154,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",2.52e-05,25.0,EXP,"BIDLEMAN,TF (1984)",9e-05,25.0,EXP,"BRUNNER,S ET AL. (1990)"
37764-25-3,"ACETAMIDE, 2,2-DICHLORO-N,N-DI-2-PROPENYL-",5000.0,20.0,EXP,"SHIU,WY ET AL. (1990)",0.006,25.0,EXP,"AUGUSTIJN-BECKERS,PWM ET AL. (1994)",3.29e-07,,EST,VP/WSOL
37871-00-4,HEPTACHLORODIBENZO-P-DIOXIN,1.41e-06,23.0,EXP,"FRIESEN,KJ ET AL. (1990B)",5.6e-12,25.0,EXT,"RORDORF,BF (1989)",2.2e-06,25.0,EST,VP/WSOL
37924-13-3,PERFLUIDONE,60.0,22.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",9e-06,25.0,EXP,"AUGUSTIJN-BECKERS,PWM ET AL. (1994)",7.49e-08,25.0,EST,VP/WSOL
38260-54-7,ETRIMFOS,40.0,23.0,EXP,"WORTHING,CR & WALKER,SB (1987)",8e-05,25.0,EXP,"TOMLIN,C (1997)",6.2e-07,20.0,EST,VP/WSOL
38379-99-6,"2,2',3,5',6-PENTACHLOROBIPHENYL",0.0211,20.0,EXP,"PATIL,GS (1991)",2.22e-06,25.0,EST,"NEELY,WB & BLAU,GE (1985)",0.00012,25.0,EXP,"BRUNNER,S ET AL. (1990)"
38380-01-7,"2,2',4,4',5-PENTACHLOROBIPHENYL",0.00366,25.0,EXP,"PATIL,GS (1991)",2.2e-05,25.0,EXP,"BIDLEMAN,TF (1984)",7.8e-05,25.0,EXP,"BRUNNER,S ET AL. (1990)"
38380-02-8,"2,2',3,4,5'-PENTACHLOROBIPHENYL",0.0294,20.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",1.7e-05,25.0,EXP,"BIDLEMAN,TF (1984)",7.4e-05,25.0,EXP,"BRUNNER,S ET AL. (1990)"
38380-04-0,"2,2',3,4',5',6-PCB",0.00424,25.0,EXP,EPA,8.43e-06,25.0,EXP,"BIDLEMAN,TF (1984)",0.00138,25.0,EST,VP/WSOL
38380-05-1,"2,2',3,3',4,6'-HEXACHLOROBIPHENYL",0.00808,25.0,EXP,"PATIL,GS (1991)",5.81e-07,25.0,EST,"NEELY,WB & BLAU,GE (1985)",4.4e-05,25.0,EXP,"BRUNNER,S ET AL. (1990)"
38380-07-3,"2,2',3,3',4,4'-HEXACHLOROBIPHENYL",0.00035,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",2.56e-06,25.0,EXP,"BIDLEMAN,TF (1984)",1.3e-05,25.0,EXP,"BRUNNER,S ET AL. (1990)"
38380-08-4,"2,3,3',4,4',5-HEXACHLOROBIPHENYL",0.00533,20.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",1.61e-06,25.0,EXP,"BIDLEMAN,TF (1984)",0.000143,25.0,EST,VP/WSOL
38411-22-2,"2,2',3,3',6,6'-HEXACHLOROBIPHENYL",0.00451,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",5.81e-07,25.0,EST,"NEELY,WB & BLAU,GE (1985)",8.8e-05,25.0,EXP,"BRUNNER,S ET AL. (1990)"
38411-25-5,"2,2',3,3',4,5,6'-HEPTACHLOROBIPHENYL",0.00102,25.0,EXP,"PATIL,GS (1991)",1.3e-07,25.0,EST,"NEELY,WB & BLAU,GE (1985)",1.4e-05,25.0,EXP,"BRUNNER,S ET AL. (1990)"
38444-73-4,"2,2',6-TRICHLOROBIPHENYL",0.324,25.0,EXP,EPA,4e-05,25.0,EST,"NEELY,WB & BLAU,GE (1985)",0.00023,25.0,EXP,"BRUNNER,S ET AL. (1990)"
38444-77-8,"2,4',6-TRICHLOROBIPHENYL",0.159,25.0,EXP,EPA,4e-05,25.0,EST,"NEELY,WB & BLAU,GE (1985)",0.0002,25.0,EXP,"BRUNNER,S ET AL. (1990)"
38444-78-9,"2,2',3'-TRICHLOROBIPHENYL",0.293,20.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",4e-05,25.0,EST,"NEELY,WB & BLAU,GE (1985)",0.0002,25.0,EXP,"BRUNNER,S ET AL. (1990)"
38444-81-4,"2,3',5-TRICHLOROBIPHENYL",0.253,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",4e-05,25.0,EST,"NEELY,WB & BLAU,GE (1985)",0.0002,25.0,EXP,"BRUNNER,S ET AL. (1990)"
38444-84-7,"2,3,3'-TRICHLOROBIPHENYL",0.376,25.0,EST,"MEYLAN,WM ET AL. (1996)",4e-05,25.0,EST,"NEELY,WB & BLAU,GE (1985)",0.00016,25.0,EXP,"BRUNNER,S ET AL. (1990)"
38444-85-8,"2,3,4'-TRICHLOROBIPHENYL",0.142,20.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",4e-05,25.0,EST,"NEELY,WB & BLAU,GE (1985)",0.00014,25.0,EXP,"BRUNNER,S ET AL. (1990)"
38444-86-9,"2',3,4-TRICHLOROBIPHENYL",0.133,20.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",0.000103,25.0,EXP,"BANERJEE,S ET AL. (1990)",0.00016,25.0,EXP,"BRUNNER,S ET AL. (1990)"
38444-87-0,"3,3',5-TRICHLOROBIPHENYL",0.297,25.0,EST,"MEYLAN,WM ET AL. (1996)",4e-05,25.0,EST,"NEELY,WB & BLAU,GE (1985)",0.00017,25.0,EXP,"BRUNNER,S ET AL. (1990)"
38444-90-5,"3,4,4'-TRICHLOROBIPHENYL",0.0719,20.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",4e-05,25.0,EST,"NEELY,WB & BLAU,GE (1985)",0.0001,25.0,EXP,"BRUNNER,S ET AL. (1990)"
38444-93-8,"2,2',3,3'-TETRACHLOROBIPHENYL",0.0156,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",7.35e-05,25.0,EXP,"BIDLEMAN,TF (1984)",0.0001,25.0,EXP,"BRUNNER,S ET AL. (1990)"
38640-62-9,DIISOPROPYLNAPHTHALENE,0.11,25.0,EXP,"ADDISON,RF ET AL. (1983)",0.0005,25.0,EXP,"ADDISON,RF ET AL. (1983)",0.00127,25.0,EST,VP/WSOL
38964-22-6,"2,8-DICHLORODIBENZO-P-DIOXIN",0.0167,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",1.05e-06,25.0,EXP,"SHIU,WY ET AL. (1988)",2.09e-05,25.0,EST,VP/WSOL
39001-02-0,OCTACHLORODIBENZOFURAN,1.16e-06,25.0,EXP,"DOUCETTE,WJ & ANDREN,AW (1988)",3.75e-12,25.0,EXP,"RORDORF,BF (1989)",1.89e-06,25.0,EST,VP/WSOL
39196-18-4,THIOFANOX,5200.0,22.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",0.00017,25.0,EXP,"TOMLIN,C (1997)",9.39e-09,25.0,EST,VP/WSOL
39227-28-6,"1,2,3,4,7,8-HEXACHLORODIBENZO-P-DIOXIN",4.4e-06,20.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",3.83e-11,25.0,EXT,"RORDORF,BF (1989)",3.95e-06,25.0,EST,VP/WSOL
39227-53-7,1-CHLORODIBENZO-P-DIOXIN,0.417,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",9e-05,25.0,EXP,"SHIU,WY ET AL. (1988)",6.21e-05,25.0,EST,VP/WSOL
39227-54-8,2-CHLORODIBENZO-P-DIOXIN,0.319,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",1.28e-05,25.0,EXP,"SHIU,WY ET AL. (1988)",1.15e-05,25.0,EST,VP/WSOL
39227-58-2,"1,2,4-TRICHLORODIBENZO-P-DIOXIN",0.00841,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",7.5e-07,25.0,EXP,"SHIU,WY ET AL. (1988)",3.59e-05,25.0,EXP,"SANTL,H ET AL. (1994)"
39227-61-7,"1,2,3,4,7-PENTACHLORODIBENZO-P-DIOXIN",0.00012,20.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",6.6e-10,25.0,EXT,"RORDORF,BF (1989)",2.58e-06,25.0,EST,VP/WSOL
39300-45-3,DINOCAP,4.0,25.0,EXP,"WAUCHOPE,RD ET AL. (1991A)",4e-08,25.0,EXP,"WAUCHOPE,RD ET AL. (1991A)",4.79e-09,25.0,EST,VP/WSOL
39515-41-8,FENPROPATHRIN,0.33,25.0,EXP,"SHIU,WY ET AL. (1990)",5.48e-06,20.0,EXP,"TOMLIN,C (1997)",7.64e-06,20.0,EST,VP/WSOL
39635-35-3,"2,3,3',4,5,5'-HEXACHLOROBIPHENYL",0.0024,25.0,EST,"MEYLAN,WM ET AL. (1996)",5.81e-07,25.0,EST,"NEELY,WB & BLAU,GE (1985)",2e-05,25.0,EXP,"BRUNNER,S ET AL. (1990)"
39807-15-3,Oxadiargyl,0.37,20.0,EXP,"TOMLIN,C (1997)",1.88e-08,25.0,EXP,"TOMLIN,C (1997)",2.28e-08,25.0,EST,VP/WSOL
40186-71-8,"2,2',3,3',4,5',6,6'-OCTACHLOROBIPHENYL",0.000271,25.0,EXP,"PATIL,GS (1991)",2.87e-08,25.0,EST,"NEELY,WB & BLAU,GE (1985)",1.7e-05,25.0,EXP,"BRUNNER,S ET AL. (1990)"
40487-42-1,PENDIMETHALIN,0.3,20.0,EXP,"TOMLIN,C (1997)",3e-05,25.0,EXP,"HUMBURG,NE ET AL. (1989)",8.56e-07,25.0,EXP,"FENDINGER,NJ & GLOTFELTY,DE (1990)"
40596-69-8,METHOPRENE,1.4,,EXP,"TOMLIN,C (1997)",2.36e-05,25.0,EXP,"TOMLIN,C (1997)",6.89e-06,25.0,EST,VP/WSOL
41083-11-8,Azocyclotin,0.12,20.0,EXP,"TOMLIN,C (1997)",4.5e-13,25.0,EXP,"TOMLIN,C (1997)",2.15e-12,25.0,EST,VP/WSOL
41198-08-7,PROFENOFOS,28.0,25.0,EXP,"WAUCHOPE,RD ET AL. (1991A)",9e-07,25.0,EXP,"WAUCHOPE,RD ET AL. (1991A)",2.21e-08,25.0,EST,VP/WSOL
41394-05-2,Metamitron,1800.0,20.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",6.45e-09,20.0,EXP,"TOMLIN,C (1997)",9.53e-13,20.0,EST,VP/WSOL
41411-62-5,"2,3,3',4,5,6-HEXACHLOROBIPHENYL",0.0031,25.0,EST,"MEYLAN,WM ET AL. (1996)",5.81e-07,25.0,EST,"NEELY,WB & BLAU,GE (1985)",2e-05,25.0,EXP,"BRUNNER,S ET AL. (1990)"
41411-63-6,"2,3,4,4',5,6-HEXACHLOROBIPHENYL",0.00304,25.0,EST,"MEYLAN,WM ET AL. (1996)",5.81e-07,25.0,EST,"NEELY,WB & BLAU,GE (1985)",0.000118,19.0,EXP,"MURRAY,MW & ANDREN,AW (1990)"
41464-39-5,"2,2',3,5'-TETRACHLOROBIPHENYL",0.1,20.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",8.45e-06,25.0,EST,"NEELY,WB & BLAU,GE (1985)",0.00014,25.0,EXP,"BRUNNER,S ET AL. (1990)"
41464-40-8,"2,2',4,5'-TETRACHLOROBIPHENYL",0.0781,20.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",8.48e-06,25.0,EXP,"SHIU,WY & MACKAY,D (1986)",0.00021,25.0,EXP,"BRUNNER,S ET AL. (1990)"
41464-41-9,"2,2',5,6'-TETRACHLOROBIPHENYL",0.0476,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",2.25e-05,25.0,EXP,"BIDLEMAN,TF (1984); VPsolid",0.000182,25.0,EST,VP/WSOL
41464-48-6,"3,3',4,5'-TETRACHLOROBIPHENYL",0.0532,25.0,EST,"MEYLAN,WM ET AL. (1996)",8.45e-06,25.0,EST,"NEELY,WB & BLAU,GE (1985)",9e-05,25.0,EXP,"BRUNNER,S ET AL. (1990)"
41464-51-1,"2,2',3',4,5-PENTACHLOROBIPHENYL",0.0284,20.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",2.22e-06,25.0,EST,"NEELY,WB & BLAU,GE (1985)",7.4e-05,25.0,EXP,"BRUNNER,S ET AL. (1990)"
41483-43-6,BUPIRIMATE,22.0,25.0,EXP,"SHIU,WY ET AL. (1990)",7.5e-07,25.0,EXP,"TOMLIN,C (1997)",1.42e-08,25.0,EST,VP/WSOL
41814-78-2,TRICYCLAZOLE,1600.0,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",2e-07,25.0,EXP,"AUGUSTIJN-BECKERS,PWM ET AL. (1994)",3.11e-11,25.0,EST,VP/WSOL
42509-80-8,ISAZOFOS,69.0,20.0,EXP,"WAUCHOPE,RD ET AL. (1991)",8.7e-05,25.0,EXP,"WAUCHOPE,RD ET AL. (1991)",5.21e-07,25.0,EST,VP/WSOL
42576-02-3,BIFENOX,0.398,25.0,EXP,"WAUCHOPE,RD ET AL. (1991A)",1e-07,25.0,EXP,USDA PESTICIDE PROPERTIES DATABASE,1.08e-07,25.0,EST,VP/WSOL
42609-52-9,Daimuron,1.2,20.0,EXP,"TOMLIN,C (1997)",3.39e-09,25.0,EXP,"TOMLIN,C (1997)",9.98e-10,25.0,EST,VP/WSOL
42740-50-1,"2,2',3,3',4,4',5,6'-OCTACHLOROBIPHENYL",0.000163,25.0,EXP,"PATIL,GS (1991)",2.87e-08,25.0,EST,"NEELY,WB & BLAU,GE (1985)",1e-05,25.0,EXP,"BRUNNER,S ET AL. (1990)"
42874-03-3,OXYFLUORFEN,0.116,25.0,EXP,"TOMLIN,C (1994)",2e-07,25.0,EXP,"TOMLIN,C (2003)",8.2e-07,25.0,EST,VP/WSOL
43121-43-3,TRIADIMEFON,71.5,25.0,EXP,"WAUCHOPE,RD ET AL. (1991A)",1.5e-08,25.0,EXP,"WAUCHOPE,RD ET AL. (1991A)",8.11e-11,25.0,EST,VP/WSOL
50375-10-5,"2,3,6-TRICHLOROANISOLE",29.7,25.0,EST,"MEYLAN,WM ET AL. (1996)",0.0228,25.0,EST,"NEELY,WB & BLAU,GE (1985)",0.000288,20.0,EXP,"LALEZARY,S ET AL. (1984)"
50471-44-8,VINCLOZOLIN,2.6,20.0,EXP,"TOMLIN,C (1997)",1.2e-07,20.0,EXP,"AUGUSTIJN-BECKERS,PWM ET AL. (1994)",1.74e-08,20.0,EST,VP/WSOL
50512-35-1,IPT (ISOPROTHIOLANE),54.0,25.0,EXP,"TOMLIN,C (1997)",0.0143,25.0,EXP,"TOMLIN,C (1997)",0.000101,25.0,EST,VP/WSOL
50563-36-5,Dimethachlor,2300.0,20.0,EXP,"TOMLIN,C (1997)",1.13e-05,25.0,EXP,"TOMLIN,C (1997)",1.65e-09,25.0,EST,VP/WSOL
50782-69-9,VX,30000.0,25.0,EXP,"CRABTREE,EV & SARVER,EW (1977)",0.0007,25.0,EXP,"LEGGETT,DC (1987)",8.2e-09,25.0,EST,VP/WSOL
51207-31-9,"2,3,7,8-TETRACHLORODIBENZOFURAN",0.000692,26.0,EXP,"FRIESEN,KJ & WEBSTER,GRB (1990)",1.5e-08,25.0,EST,"RORDORF,BF (1989)",1.67e-05,25.0,EXP,"FRIESEN,KJ ET AL. (1993)"
51218-45-2,METOLACHLOR,530.0,20.0,EXP,"WAUCHOPE,RD ET AL. (1992)",3.14e-05,25.0,EXP,"WAUCHOPE,RD ET AL. (1992)",9e-09,20.0,EXP,"CHESTERS,G ET AL. (1989)"
51218-49-6,PRETILCHLOR,50.0,20.0,EXP,"TOMLIN,C (1997)",9.97e-07,20.0,EXP,"TOMLIN,C (1997)",8e-09,20.0,EXP,"TOMLIN,C (1997)"
51235-04-2,HEXAZINONE,33000.0,25.0,EXP,"TOMLIN,C (1997)",2.25e-07,25.0,EXT,"TOMLIN,C (1997)",2.26e-12,25.0,EST,VP/WSOL
51338-27-3,DICLOFOP-METHYL,0.8,25.0,EXP,USDA PEST PROP DATABASE,3.5e-06,25.0,EXP,USDA PESTICIDE PROPERTIES DATABASE,1.97e-06,25.0,EST,VP/WSOL
51630-58-1,FENVALERATE,0.024,22.0,EXP,"SCHIMMEL,SC ET AL. (1983); SEAWATER",1.5e-09,25.0,EXP,USDA PESTICIDE PROPERTIES DATABASE,3.45e-08,25.0,EST,VP/WSOL
51707-55-2,THIDIAZURON,20.0,23.0,EXP,"SHIU,WY ET AL. (1990)",2.3e-11,25.0,EXP,"WAUCHOPE,RD ET AL. (1991A)",3.33e-13,25.0,EST,VP/WSOL
51908-16-8,"2,2',3,4',5,5'-HEXACHLOROBIPHENYL",0.000949,25.0,EXP,"PATIL,GS (1991)",5.81e-07,25.0,EST,"NEELY,WB & BLAU,GE (1985)",2.5e-05,25.0,EXP,"BRUNNER,S ET AL. (1990)"
52251-71-5,2-ETHYLANTHRACENE,0.0268,25.0,EXP,"WHITEHOUSE,BG (1984)",5.24e-06,25.0,EXT,"MOKBEL,I ET AL. (1995A)",5.31e-05,25.0,EST,VP/WSOL
52315-07-8,CYPERMETHRIN,0.004,20.0,EXP,"WAUCHOPE,RD ET AL. (1991A)",3.07e-09,20.0,EXP,USDA PESTICIDE PROPERTIES DATABASE,4.2e-07,20.0,EST,VP/WSOL
52570-16-8,Naproanilide,0.75,27.0,EXP,"TOMLIN,C (1994)",2.1e-11,20.0,EXP,"TOMLIN,C (1997)",1.07e-11,20.0,EST,VP/WSOL
52645-53-1,PERMETHRIN,0.006,20.0,EXP,USDA PESTICIDE PROPERTIES DATABASE,2.18e-08,25.0,EXP,USDA PESTICIDE PROPERTIES DATABASE,1.87e-06,25.0,EST,VP/WSOL
52663-58-8,"2,3,4',6-TETRACHLOROBIPHENYL",0.0532,25.0,EST,"MEYLAN,WM ET AL. (1996)",8.45e-06,25.0,EST,"NEELY,WB & BLAU,GE (1985)",0.00014,25.0,EXP,"BRUNNER,S ET AL. (1990)"
52663-59-9,"2,2',3,4-TETRACHLOROBIPHENYL",0.0432,25.0,EXP,EPA,8.45e-06,25.0,EST,"NEELY,WB & BLAU,GE (1985)",0.00014,25.0,EXP,"BRUNNER,S ET AL. (1990)"
52663-63-5,"2,2',3,5,5',6-HEXACHLOROBIPHENYL",0.0136,20.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",2.29e-06,25.0,EXP,"BIDLEMAN,TF (1984)",5.9e-05,25.0,EXP,"BRUNNER,S ET AL. (1990)"
52663-64-6,"2,2',3,3',5,6,6'-HEPTACHLOROBIPHENYL",0.00454,25.0,EXP,"PATIL,GS (1991)",1.3e-07,25.0,EST,"NEELY,WB & BLAU,GE (1985)",2.4e-05,25.0,EXP,"BRUNNER,S ET AL. (1990)"
52663-66-8,"2,2',3,3',4,5'-HEXACHLOROBIPHENYL",0.0026,25.0,EST,"MEYLAN,WM ET AL. (1996)",5.81e-07,25.0,EST,"NEELY,WB & BLAU,GE (1985)",3.7e-05,25.0,EXP,"BRUNNER,S ET AL. (1990)"
52663-67-9,"2,2',3,3',5,5',6-HEPTACHLOROBIPHENYL",0.00102,25.0,EXP,"PATIL,GS (1991)",1.3e-07,25.0,EST,"NEELY,WB & BLAU,GE (1985)",2.3e-05,25.0,EXP,"BRUNNER,S ET AL. (1990)"
52663-71-5,"2,2',3,3',4,4',6-HEPTACHLOROBIPHENYL",0.00217,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",1.4e-06,25.0,EXP,"BIDLEMAN,TF (1994)",0.000336,25.0,EST,VP/WSOL
52663-74-8,"2,2',3,3',4,5,5'-HEPTACHLOROBIPHENYL",0.000314,25.0,EXP,"PATIL,GS (1991)",1.3e-07,25.0,EST,"NEELY,WB & BLAU,GE (1985)",1.3e-06,25.0,EXP,"BRUNNER,S ET AL. (1990)"
52663-75-9,"2,2',3,3',4,5,5',6'-OCTACHLOROBIPHENYL",0.00022,25.0,EXP,"PATIL,GS (1991)",2.87e-08,25.0,EST,"NEELY,WB & BLAU,GE (1985)",1e-05,25.0,EXP,"BRUNNER,S ET AL. (1990)"
52663-78-2,"2,2',3,3',4,4',5,6-OCTACHLOROBIPHENYL",0.00022,25.0,EXP,"PATIL,GS (1991)",2.87e-08,25.0,EST,"NEELY,WB & BLAU,GE (1985)",1.1e-05,25.0,EXP,"BRUNNER,S ET AL. (1990)"
52704-70-8,"2,2',3,3',5,6-HEXACHLOROBIPHENYL",0.000899,25.0,EXP,"KUHNE,R ET AL. (1995)",1.1e-06,25.0,EXP,"SHIU,WY & MACKAY,D (1986)",4.9e-05,25.0,EXP,"BRUNNER,S ET AL. (1990)"
52712-04-6,"2,2',3,4,5,5'-HEXACHLOROBIPHENYL",0.00755,20.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",5.81e-07,25.0,EST,"NEELY,WB & BLAU,GE (1985)",2.3e-05,25.0,EXP,"BRUNNER,S ET AL. (1990)"
52712-05-7,"2,2',3,4,5,5',6-HEPTACHLOROBIPHENYL",0.00546,20.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",1.3e-07,25.0,EST,"NEELY,WB & BLAU,GE (1985)",1.6e-05,25.0,EXP,"BRUNNER,S ET AL. (1990)"
52744-13-5,"2,2',3,3',5,6'-HEXACHLOROBIPHENYL",0.00544,25.0,EXP,EPA,5.81e-07,25.0,EST,"NEELY,WB & BLAU,GE (1985)",5.6e-05,25.0,EXP,"BRUNNER,S ET AL. (1990)"
52888-80-9,PROSULFOCARB,13.2,20.0,EXP,"TOMLIN,C (1994)",5.18e-07,25.0,EXP,"TOMLIN,C (1997)",1.3e-08,25.0,EST,VP/WSOL
52918-63-5,DELTAMETHRIN,0.002,25.0,EXP,"WORTHING,CR & WALKER,SB (1987)",1.5e-08,25.0,EXP,"WORTHING,CR & WALKER,SB (1987)",4.99e-06,25.0,EST,VP/WSOL
53112-28-0,Pyrimethanil,121.0,25.0,EXP,"TOMLIN,C (1997); pH 6.1",1.65e-05,25.0,EXP,"TOMLIN,C (1997)",3.58e-08,25.0,EST,VP/WSOL
53469-21-9,AROCLOR 1242,0.277,20.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",8.45e-06,25.0,EST,"NEELY,WB & BLAU,GE (1985)",0.000343,25.0,EXP,"BURKHARD,LP ET AL. (1985A)"
54230-22-7,"2,3,4,6-TETRACHLOROBIPHENYL",0.0532,25.0,EST,"MEYLAN,WM ET AL. (1996)",8.45e-06,25.0,EST,"NEELY,WB & BLAU,GE (1985)",0.00021,25.0,EXP,"BRUNNER,S ET AL. (1990)"
54406-48-3,EMPENTHRIN,0.111,25.0,EXP,"TOMLIN,C (1997)",0.000105,24.0,EXP,"TOMLIN,C (1997)",0.000342,24.0,EST,VP/WSOL
55215-18-4,"2,2',3,3',4,5-HEXACHLOROBIPHENYL",0.00137,25.0,EXP,"PATIL,GS (1991)",5.81e-07,25.0,EST,"NEELY,WB & BLAU,GE (1985)",2.9e-05,25.0,EXP,"BRUNNER,S ET AL. (1990)"
55219-65-3,TRIADIMENOL,120.0,20.0,EXP,MERCK INDEX (1996),3.1e-10,20.0,EXP,"AUGUSTIJN-BECKERS,PWM ET AL. (1994)",1.28e-12,20.0,EST,VP/WSOL
55283-68-6,ETHALFLURALIN,0.3,25.0,EXP,"TOMLIN,C (1997); pH 7",8.78e-05,25.0,EXP,"TOMLIN,C (1997)",0.000128,25.0,EST,VP/WSOL
55285-14-8,"Carbamic acid, [(dibutylamino)thio]methyl-, 2,3-",0.3,25.0,EXP,"TOMLIN,C (1994)",3.07e-07,25.0,EXP,"TOMLIN,C (1997)",5.12e-07,25.0,EST,VP/WSOL
55290-64-7,DIMETHIPIN,4600.0,25.0,EXP,"TOMLIN,C (1994)",3.83e-07,25.0,EXP,"TOMLIN,C (1994)",2.3e-11,25.0,EST,VP/WSOL
55312-69-1,"2,2',3,4,5-PENTACHLOROBIPHENYL",0.0098,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",6.98e-05,25.0,EXP,"SHIU,WY & MACKAY,D (1986)",0.00306,25.0,EST,VP/WSOL
55335-06-3,TRICLOPYR,440.0,25.0,EXP,"SHIU,WY ET AL. (1990)",1.26e-06,25.0,EXP,"WEBER,JB  (1994)",9.66e-10,25.0,EST,VP/WSOL
55512-33-9,Pyridate,1.5,20.0,EXP,"TOMLIN,C (1997)",9.75e-10,20.0,EXP,"TOMLIN,C (1997)",3.24e-10,20.0,EST,VP/WSOL
55702-45-9,"2,3,6-TRICHLOROBIPHENYL",0.0833,25.0,EXP,EPA,4e-05,25.0,EST,"NEELY,WB & BLAU,GE (1985)",0.00022,25.0,EXP,"BRUNNER,S ET AL. (1990)"
55814-41-0,MEPRONIL,12.7,20.0,EXP,"TOMLIN,C (1994)",4.2e-07,20.0,EXP,"TOMLIN,C (1997)",1.17e-08,25.0,EST,VP/WSOL
55861-78-4,ISOURON,790.0,25.0,EXP,"SHIU,WY ET AL. (1990)",3.83e-07,25.0,EXP,"TOMLIN,C (1997)",1.35e-10,25.0,EST,VP/WSOL
56425-91-3,FLURPRIMIDOL,114.0,20.0,EXP,"TOMLIN,C (1994)",3.64e-07,25.0,EXP,"TOMLIN,C (1997)",1.31e-09,25.0,EST,VP/WSOL
56558-17-9,"2,3',4,4',6-PENTACHLOROBIPHENYL",0.00402,25.0,EXP,"PATIL,GS (1991)",2.22e-06,25.0,EST,"NEELY,WB & BLAU,GE (1985)",7.4e-05,25.0,EXP,"BRUNNER,S ET AL. (1990)"
56803-37-3,T-BUTYLPHENYL DIPHENYL PHOSPHATE,3.2,25.0,EXP,"SAEGER,VW ET AL. (1979)",1.4e-06,25.0,EXP,"BOETHLING,RS & COOPER,JC (1985)",8.88e-07,25.0,EXP,"MUIR,DCG ET AL. (1985C)"
57018-04-9,TOLCLOFOS-METHYL,1.1,25.0,EXP,"TOMLIN,C (1994)",0.00043,25.0,EXP,"AUGUSTIJN-BECKERS,PWM ET AL. (1994)",0.000154,25.0,EST,VP/WSOL
57057-83-7,"3,4,5-TRICHLORO-2-METHOXYPHENOL",306.0,25.0,EXP,"MACKAY,D & SOUTHWOOD,JM (1992)",0.0009,25.0,EXT,"BIDLEMAN,TF & RENBERG,L (1985); Ps",8.8e-07,25.0,EST,VP/WSOL
57117-31-4,"2,3,4,7,8-PENTACHLORODIBENZOFURAN",0.000235,23.0,EXP,"FRIESEN,KJ ET AL. (1990B)",2.63e-09,25.0,EXT,"RORDORF,BF (1989)",5.01e-06,25.0,EST,VP/WSOL
